league,season,team,player,nation,pos,age,born,Playing Time-MP,Playing Time-Starts,Playing Time-Min,Playing Time-90s,Performance-Gls,Performance-Ast,Performance-G+A,Performance-G-PK,Performance-PK,Performance-PKatt,Performance-CrdY,Performance-CrdR,Expected-xG,Expected-npxG,Expected-xAG,Expected-npxG+xAG,Progression-PrgC,Progression-PrgP,Progression-PrgR,Per 90 Minutes-Gls,Per 90 Minutes-Ast,Per 90 Minutes-G+A,Per 90 Minutes-G-PK,Per 90 Minutes-G+A-PK,Per 90 Minutes-xG,Per 90 Minutes-xAG,Per 90 Minutes-xG+xAG,Per 90 Minutes-npxG,Per 90 Minutes-npxG+xAG,Playing Time_keeper-MP,Playing Time_keeper-Starts,Playing Time_keeper-Min,90s,Performance-GA,Performance-GA90,Performance-SoTA,Performance-Saves,Performance-Save%,Performance-W,Performance-D,Performance-L,Performance-CS,Performance-CS%,Penalty Kicks-PKatt,Penalty Kicks-PKA,Penalty Kicks-PKsv,Penalty Kicks-PKm,Penalty Kicks-Save%,90s_keeper_adv,Goals-GA,Goals-PKA,Goals-FK,Goals-CK,Goals-OG,Expected-PSxG,Expected-PSxG/SoT,Expected-PSxG+/-,Expected-/90,Launched-Cmp,Launched-Att,Launched-Cmp%,Passes-Att (GK),Passes-Thr,Passes-Launch%,Passes-AvgLen,Goal Kicks-Att,Goal Kicks-Launch%,Goal Kicks-AvgLen,Crosses-Opp,Crosses-Stp,Crosses-Stp%,Sweeper-#OPA,Sweeper-#OPA/90,Sweeper-AvgDist,90s_shooting,Standard-Gls,Standard-Sh,Standard-SoT,Standard-SoT%,Standard-Sh/90,Standard-SoT/90,Standard-G/Sh,Standard-G/SoT,Standard-Dist,Standard-FK,Standard-PK,Standard-PKatt,Expected_shooting-xG,Expected_shooting-npxG,Expected_shooting-npxG/Sh,Expected_shooting-G-xG,Expected_shooting-np:G-xG,90s_passing,Total-Cmp,Total-Att,Total-Cmp%,Total-TotDist,Total-PrgDist,Short-Cmp,Short-Att,Short-Cmp%,Medium-Cmp,Medium-Att,Medium-Cmp%,Long-Cmp,Long-Att,Long-Cmp%,Ast,xAG,Expected-xA,Expected-A-xAG,KP,1/3,PPA,CrsPA,PrgP,90s_passing_types,Att,Pass Types-Live,Pass Types-Dead,Pass Types-FK,Pass Types-TB,Pass Types-Sw,Pass Types-Crs,Pass Types-TI,Pass Types-CK,Corner Kicks-In,Corner Kicks-Out,Corner Kicks-Str,Outcomes-Cmp,Outcomes-Off,Outcomes-Blocks,90s_goal_shot_creation,SCA-SCA,SCA-SCA90,SCA Types-PassLive,SCA Types-PassDead,SCA Types-TO,SCA Types-Sh,SCA Types-Fld,SCA Types-Def,GCA-GCA,GCA-GCA90,GCA Types-PassLive,GCA Types-PassDead,GCA Types-TO,GCA Types-Sh,GCA Types-Fld,GCA Types-Def,90s_defense,Tackles-Tkl,Tackles-TklW,Tackles-Def 3rd,Tackles-Mid 3rd,Tackles-Att 3rd,Challenges-Tkl,Challenges-Att,Challenges-Tkl%,Challenges-Lost,Blocks-Blocks,Blocks-Sh,Blocks-Pass,Int,Tkl+Int,Clr,Err,90s_possession,Touches-Touches,Touches-Def Pen,Touches-Def 3rd,Touches-Mid 3rd,Touches-Att 3rd,Touches-Att Pen,Touches-Live,Take-Ons-Att,Take-Ons-Succ,Take-Ons-Succ%,Take-Ons-Tkld,Take-Ons-Tkld%,Carries-Carries,Carries-TotDist,Carries-PrgDist,Carries-PrgC,Carries-1/3,Carries-CPA,Carries-Mis,Carries-Dis,Receiving-Rec,Receiving-PrgR,Playing Time_playing_time-MP,Playing Time_playing_time-Min,Playing Time_playing_time-Mn/MP,Playing Time_playing_time-Min%,Playing Time_playing_time-90s,Starts-Starts,Starts-Mn/Start,Starts-Compl,Subs-Subs,Subs-Mn/Sub,Subs-unSub,Team Success-PPM,Team Success-onG,Team Success-onGA,Team Success-+/-,Team Success-+/-90,Team Success-On-Off,Team Success (xG)-onxG,Team Success (xG)-onxGA,Team Success (xG)-xG+/-,Team Success (xG)-xG+/-90,Team Success (xG)-On-Off,90s_misc,Performance_misc-CrdY,Performance_misc-CrdR,Performance_misc-2CrdY,Performance_misc-Fls,Performance_misc-Fld,Performance_misc-Off,Performance_misc-Crs,Performance_misc-Int,Performance_misc-TklW,Performance_misc-PKwon,Performance_misc-PKcon,Performance_misc-OG,Performance_misc-Recov,Aerial Duels-Won,Aerial Duels-Lost,Aerial Duels-Won%
FRA-Ligue 1,2223,Paris S-G,Lionel Messi,ARG,"FW,MF",35,1987,32,32,2837,31.5,16,16,32,16,0,0,0,0,15.5,15.5,13.4,28.9,114,300,220,0.51,0.51,1.02,0.51,1.02,0.49,0.43,0.92,0.49,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.5,16,129,55,42.6,4.09,1.74,0.12,0.29,18.3,20,0,0,15.5,15.5,0.12,0.5,0.5,31.5,1641,2050,80.0,25475,8767,908,1034,87.8,495,597,82.9,154,235,65.5,16,13.4,16.2,2.6,93,223,120,2,300,31.5,2050,1867,157,38,58,11,91,2,96,33,37,0,1641,26,63,31.5,197,6.25,128,30,18,10,9,2,35,1.11,27,2,3,1,2,0,31.5,26,18,1,13,12,11,27,40.7,16,11,0,11,2,28,0,0,31.5,2401,5,98,1201,1132,159,2401,184,102,55.4,71,38.6,2053,11482,5063,114,126,42,52,77,2042,220,32,2837,89,83.0,31.5,32,89,27,0,,0,2.34,77,31,46,1.46,1.0,64.7,38.9,25.9,0.82,0.19,31.5,0,0,0,8,36,6,91,2,18,0,0,0,75,1,3,25.0
